application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
3084,Female,True,3.12,Humanities,,640.0,4.0,Investment Management,Not Admit
3085,Male,True,2.95,STEM,,580.0,6.0,Other,Not Admit
3086,Male,False,3.22,Business,White,680.0,5.0,PE/VC,Admit
3087,Female,False,3.14,Business,Hispanic,710.0,4.0,Consulting,Not Admit
3088,Male,False,3.26,Humanities,White,710.0,6.0,Technology,Not Admit
3089,Female,False,3.47,STEM,Asian,670.0,6.0,PE/VC,Not Admit
3090,Female,False,3.27,STEM,Asian,610.0,4.0,Investment Management,Not Admit
3091,Male,False,3.35,Business,White,720.0,6.0,Investment Banking,Admit
3092,Male,True,3.35,Humanities,,700.0,5.0,Investment Banking,Not Admit
3093,Male,False,2.9,Humanities,White,600.0,5.0,Health Care,Not Admit
3094,Male,False,3.12,STEM,Black,710.0,7.0,Consulting,Not Admit
3095,Female,False,3.32,Business,White,690.0,6.0,Investment Banking,Not Admit
3096,Male,False,3.27,Humanities,White,660.0,6.0,PE/VC,Not Admit
3097,Male,True,3.55,Business,,680.0,4.0,Financial Services,Admit
3098,Male,False,3.4,Humanities,White,650.0,6.0,Nonprofit/Gov,Not Admit
3099,Male,False,3.23,Humanities,White,690.0,5.0,PE/VC,Not Admit
3100,Male,False,3.08,Humanities,Asian,590.0,4.0,Consulting,Not Admit
3101,Male,False,3.29,STEM,White,590.0,5.0,Technology,Not Admit
3102,Male,False,3.16,Business,White,620.0,5.0,PE/VC,Not Admit
3103,Female,False,3.43,STEM,White,650.0,5.0,Real Estate,Not Admit
3104,Female,False,3.16,Business,Asian,590.0,6.0,Nonprofit/Gov,Not Admit
3105,Male,False,3.53,Business,Black,620.0,4.0,CPG,Not Admit
3106,Male,False,3.54,Business,White,760.0,5.0,Financial Services,Admit
3107,Female,False,3.11,Humanities,Asian,590.0,7.0,Consulting,Not Admit
3108,Male,True,3.25,STEM,,650.0,5.0,Health Care,Not Admit
3109,Male,False,3.07,Humanities,Hispanic,640.0,5.0,Consulting,Not Admit
3110,Male,False,3.52,STEM,Hispanic,670.0,5.0,Technology,Not Admit
3111,Male,True,3.31,Business,,640.0,4.0,Consulting,Not Admit
3112,Male,False,3.22,STEM,Hispanic,710.0,4.0,Technology,Not Admit
3113,Female,False,3.42,Humanities,White,690.0,5.0,Consulting,Not Admit
3114,Female,False,3.06,Business,Black,580.0,5.0,CPG,Not Admit
3115,Female,False,3.09,Business,Hispanic,570.0,5.0,Consulting,Not Admit
3116,Male,False,3.48,STEM,Asian,670.0,2.0,Health Care,Not Admit
3117,Female,True,3.05,Business,,590.0,6.0,Technology,Not Admit
3118,Male,False,3.05,Humanities,White,650.0,4.0,Consulting,Not Admit
3119,Male,False,3.21,Business,Black,620.0,4.0,Consulting,Not Admit
3120,Male,True,3.19,Humanities,,620.0,4.0,Consulting,Not Admit
3121,Male,False,3.15,STEM,Asian,570.0,5.0,Technology,Not Admit
3122,Male,False,3.38,Business,Hispanic,730.0,6.0,Investment Management,Not Admit
3123,Male,True,3.09,Humanities,,610.0,4.0,Other,Not Admit
3124,Female,True,3.31,Humanities,,600.0,6.0,PE/VC,Not Admit
3125,Male,False,3.32,STEM,Black,680.0,6.0,Health Care,Not Admit
3126,Male,True,3.28,STEM,,680.0,6.0,PE/VC,Not Admit
3127,Male,False,3.44,Humanities,White,660.0,5.0,Consulting,Not Admit
3128,Female,False,3.28,STEM,Asian,640.0,4.0,Consulting,Not Admit
3129,Female,False,3.11,Humanities,White,600.0,5.0,Investment Banking,Not Admit
3130,Female,True,3.11,Business,,600.0,5.0,Consulting,Not Admit
3131,Male,False,3.13,Humanities,Black,600.0,4.0,Investment Banking,Not Admit
3132,Male,False,3.35,Business,Black,670.0,5.0,Nonprofit/Gov,Not Admit
3133,Male,False,3.28,Humanities,Asian,630.0,5.0,Consulting,Not Admit
3134,Male,True,3.2,Business,,640.0,4.0,PE/VC,Not Admit
3135,Female,True,3.07,Humanities,,660.0,6.0,Other,Not Admit
3136,Female,False,3.39,Humanities,White,670.0,5.0,Investment Management,Not Admit
3137,Male,False,3.22,Business,White,610.0,7.0,Consulting,Not Admit
3138,Male,False,3.37,STEM,Black,650.0,7.0,Consulting,Not Admit
3139,Male,False,3.24,STEM,Asian,730.0,5.0,Technology,Not Admit
3140,Male,True,3.14,STEM,,600.0,6.0,Real Estate,Not Admit
3141,Female,False,3.22,Business,White,600.0,7.0,Technology,Not Admit
3142,Female,False,3.14,Business,Black,570.0,5.0,PE/VC,Not Admit
3143,Male,True,3.13,Humanities,,610.0,7.0,Other,Not Admit
3144,Male,False,3.29,Humanities,Asian,700.0,5.0,PE/VC,Not Admit
3145,Male,False,3.48,STEM,Black,720.0,5.0,Financial Services,Not Admit
3146,Male,False,3.26,Business,White,700.0,6.0,Health Care,Not Admit
3147,Male,False,3.18,Business,Black,700.0,4.0,Consulting,Not Admit
3148,Male,True,3.37,STEM,,760.0,4.0,Other,Not Admit
3149,Male,False,3.22,STEM,White,620.0,5.0,Consulting,Not Admit
3150,Male,True,3.07,Business,,570.0,5.0,PE/VC,Not Admit
3151,Male,False,3.14,STEM,Black,570.0,6.0,Investment Banking,Not Admit
3152,Male,True,3.41,Humanities,,770.0,5.0,Investment Management,Not Admit
3153,Male,False,3.45,Humanities,Hispanic,730.0,5.0,Other,Admit
3154,Female,False,3.14,Business,White,620.0,5.0,PE/VC,Not Admit
3155,Female,False,3.06,Humanities,Asian,650.0,6.0,Consulting,Not Admit
3156,Female,True,3.38,Business,,770.0,5.0,PE/VC,Not Admit
3157,Male,False,3.14,STEM,Black,630.0,5.0,Financial Services,Not Admit
3158,Male,False,3.25,Business,Hispanic,620.0,5.0,Nonprofit/Gov,Not Admit
3159,Female,False,3.34,Humanities,Black,710.0,6.0,Retail,Admit
3160,Male,False,3.45,Humanities,Black,660.0,4.0,Technology,Not Admit
3161,Male,True,3.11,Humanities,,680.0,5.0,Consulting,Not Admit
3162,Male,False,3.33,Humanities,White,710.0,6.0,Real Estate,Admit
3163,Male,True,3.12,Humanities,,610.0,4.0,Retail,Not Admit
3164,Male,False,3.08,Business,Hispanic,600.0,6.0,Investment Banking,Not Admit
3165,Male,False,2.95,Business,White,570.0,6.0,Financial Services,Not Admit
3166,Male,False,3.24,Humanities,Asian,640.0,6.0,Financial Services,Not Admit
3167,Female,False,3.53,STEM,White,690.0,6.0,CPG,Admit
3168,Male,True,3.39,STEM,,680.0,5.0,Health Care,Admit
3169,Female,False,3.42,Humanities,Asian,780.0,3.0,Financial Services,Not Admit
3170,Male,False,3.39,Humanities,White,680.0,5.0,Nonprofit/Gov,Admit
3171,Male,False,3.5,Business,White,670.0,5.0,Consulting,Not Admit
3172,Male,False,3.37,Humanities,White,660.0,5.0,Financial Services,Admit
3173,Male,False,3.2,Business,White,640.0,6.0,Consulting,Not Admit
3174,Female,True,3.39,STEM,,670.0,6.0,Investment Banking,Not Admit
3175,Male,False,3.34,Humanities,White,650.0,4.0,Consulting,Not Admit
3176,Male,False,3.17,STEM,White,650.0,4.0,Nonprofit/Gov,Not Admit
3177,Female,False,3.51,Business,Hispanic,680.0,6.0,Real Estate,Admit
3178,Female,True,3.36,Business,,640.0,6.0,Health Care,Not Admit
3179,Female,True,3.35,STEM,,710.0,6.0,PE/VC,Not Admit
3180,Female,True,3.27,STEM,,610.0,5.0,Retail,Not Admit
3181,Female,False,3.39,Business,Black,660.0,6.0,Consulting,Admit
3182,Male,False,3.18,Business,Black,660.0,4.0,Other,Not Admit
3183,Male,True,3.47,STEM,,650.0,5.0,Consulting,Not Admit
3184,Male,False,3.21,Humanities,Asian,690.0,5.0,Technology,Admit
3185,Female,False,3.23,Humanities,Other,670.0,6.0,Consulting,Admit
3186,Male,False,3.14,STEM,Hispanic,640.0,5.0,Energy,Not Admit
3187,Male,False,3.48,Business,Asian,670.0,5.0,Consulting,Not Admit
3188,Male,False,3.2,Business,Hispanic,650.0,3.0,Consulting,Not Admit
3189,Male,False,3.21,Humanities,White,650.0,6.0,Health Care,Not Admit
3190,Female,False,3.14,STEM,White,590.0,7.0,Consulting,Not Admit
3191,Male,True,3.2,Business,,570.0,5.0,Investment Banking,Not Admit
3192,Female,True,3.29,Humanities,,660.0,6.0,Consulting,Not Admit
3193,Male,False,3.1,Humanities,Asian,580.0,5.0,Other,Not Admit
3194,Male,False,3.29,Business,Black,650.0,5.0,PE/VC,Not Admit
3195,Female,False,3.25,Business,Asian,640.0,6.0,Technology,Not Admit
3196,Male,False,3.08,STEM,Asian,630.0,6.0,PE/VC,Not Admit
3197,Female,True,3.32,STEM,,640.0,4.0,PE/VC,Not Admit
3198,Female,False,3.01,Humanities,Asian,580.0,6.0,Investment Banking,Not Admit
3199,Male,False,3.23,Humanities,Black,650.0,5.0,CPG,Not Admit
3200,Male,True,3.14,Humanities,,630.0,5.0,PE/VC,Not Admit
3201,Male,True,3.26,STEM,,760.0,4.0,Real Estate,Not Admit
3202,Male,True,3.23,Humanities,,730.0,5.0,Investment Banking,Not Admit
3203,Male,True,3.4,Humanities,,660.0,7.0,Nonprofit/Gov,Not Admit
3204,Male,False,3.31,Business,Other,650.0,5.0,Nonprofit/Gov,Not Admit
3205,Male,False,3.42,Humanities,Hispanic,570.0,6.0,PE/VC,Not Admit
3206,Female,False,3.27,Business,White,760.0,6.0,Consulting,Not Admit
3207,Female,True,3.41,Humanities,,710.0,3.0,PE/VC,Not Admit
3208,Female,True,3.52,Humanities,,670.0,7.0,Consulting,Admit
3209,Male,False,3.08,Business,Black,650.0,4.0,Health Care,Not Admit
3210,Female,False,3.22,STEM,Asian,620.0,5.0,Real Estate,Not Admit
3211,Male,False,3.14,Humanities,Hispanic,600.0,3.0,Investment Banking,Not Admit
3212,Female,False,3.44,Business,Asian,700.0,5.0,Investment Banking,Not Admit
3213,Female,True,3.19,Humanities,,590.0,5.0,Technology,Not Admit
3214,Male,False,3.24,Humanities,Black,630.0,5.0,Nonprofit/Gov,Not Admit
3215,Female,False,3.56,Business,Asian,720.0,4.0,PE/VC,Admit
3216,Female,False,3.46,Business,Black,690.0,5.0,Consulting,Not Admit
3217,Female,True,3.15,Business,,630.0,3.0,CPG,Not Admit
3218,Male,False,3.33,Humanities,White,620.0,5.0,Investment Management,Not Admit
3219,Male,False,3.28,STEM,Other,660.0,6.0,PE/VC,Waitlist
3220,Male,False,3.27,Humanities,Hispanic,690.0,5.0,Technology,Not Admit
3221,Female,False,3.0,Humanities,Black,610.0,7.0,Investment Banking,Not Admit
3222,Female,False,3.37,Humanities,Asian,680.0,4.0,Health Care,Admit
3223,Female,False,3.55,Humanities,Black,630.0,5.0,PE/VC,Not Admit
3224,Male,False,3.33,Business,Black,690.0,4.0,PE/VC,Not Admit
3225,Male,False,3.42,Humanities,Asian,780.0,5.0,Nonprofit/Gov,Admit
3226,Male,True,3.26,Business,,580.0,5.0,Energy,Not Admit
3227,Female,True,3.39,Business,,660.0,5.0,Investment Management,Admit
3228,Female,True,3.44,Business,,700.0,4.0,Investment Banking,Not Admit
3229,Male,False,3.36,Humanities,Black,680.0,3.0,Nonprofit/Gov,Not Admit
3230,Female,False,3.12,Humanities,Asian,620.0,4.0,Consulting,Not Admit
3231,Female,False,3.46,STEM,Asian,750.0,3.0,Investment Management,Not Admit
3232,Female,False,3.35,Humanities,White,700.0,6.0,Investment Banking,Not Admit
3233,Male,True,3.27,STEM,,640.0,6.0,Other,Not Admit
3234,Male,True,2.86,Business,,570.0,5.0,Consulting,Not Admit
3235,Female,True,3.16,STEM,,590.0,5.0,Other,Not Admit
3236,Male,False,3.03,Humanities,White,660.0,6.0,Nonprofit/Gov,Not Admit
3237,Male,False,3.15,Humanities,White,580.0,6.0,Consulting,Not Admit
3238,Male,False,3.29,Business,White,620.0,6.0,Consulting,Not Admit
3239,Female,True,3.59,Business,,770.0,6.0,Consulting,Admit
3240,Male,False,3.39,Humanities,White,660.0,4.0,Consulting,Not Admit
3241,Male,False,3.42,Humanities,White,670.0,6.0,Media/Entertainment,Not Admit
3242,Male,True,3.11,STEM,,680.0,4.0,Investment Banking,Not Admit
3243,Male,False,3.24,STEM,White,640.0,5.0,Investment Banking,Not Admit
3244,Male,False,3.21,Humanities,Asian,690.0,4.0,Technology,Not Admit
3245,Male,False,3.19,STEM,Asian,720.0,5.0,PE/VC,Not Admit
3246,Male,False,3.42,Business,White,630.0,4.0,Consulting,Not Admit
3247,Female,False,3.2,Humanities,Asian,650.0,5.0,Other,Not Admit
3248,Male,False,3.35,STEM,White,650.0,7.0,Investment Banking,Not Admit
3249,Male,False,3.06,Business,White,570.0,6.0,Nonprofit/Gov,Not Admit
3250,Male,True,3.2,Business,,690.0,4.0,Consulting,Not Admit
3251,Male,False,3.06,STEM,White,580.0,5.0,Technology,Not Admit
3252,Female,False,3.27,Business,Hispanic,680.0,4.0,Nonprofit/Gov,Not Admit
3253,Male,False,3.27,Humanities,White,730.0,6.0,Investment Banking,Admit
3254,Female,False,3.33,STEM,Hispanic,680.0,5.0,Investment Banking,Admit
3255,Female,False,3.27,Business,Hispanic,720.0,5.0,PE/VC,Admit
3256,Female,True,3.31,Business,,670.0,6.0,Investment Banking,Admit
3257,Male,True,3.15,Business,,640.0,3.0,CPG,Not Admit
3258,Female,True,3.41,STEM,,680.0,4.0,PE/VC,Not Admit
3259,Male,False,3.32,Business,Other,640.0,6.0,Consulting,Not Admit
3260,Male,False,3.36,Business,White,680.0,3.0,PE/VC,Not Admit
3261,Male,True,3.28,Business,,670.0,5.0,Financial Services,Not Admit
3262,Male,False,3.07,Humanities,Asian,570.0,5.0,Consulting,Not Admit
3263,Male,True,3.55,Humanities,,690.0,4.0,PE/VC,Not Admit
3264,Male,False,3.45,STEM,White,700.0,7.0,Retail,Not Admit
3265,Male,True,3.36,Business,,670.0,5.0,Health Care,Waitlist
3266,Male,False,3.08,STEM,Black,640.0,7.0,Financial Services,Not Admit
3267,Male,False,3.48,Humanities,White,750.0,5.0,Consulting,Not Admit
3268,Male,True,3.19,STEM,,680.0,3.0,Nonprofit/Gov,Not Admit
3269,Female,False,2.89,Humanities,Black,580.0,6.0,Financial Services,Not Admit
3270,Male,False,3.3,Humanities,White,650.0,4.0,Other,Not Admit
3271,Female,False,3.32,STEM,Asian,690.0,4.0,Nonprofit/Gov,Not Admit
3272,Female,True,3.36,Business,,720.0,5.0,Nonprofit/Gov,Not Admit
3273,Female,False,3.04,Business,Black,570.0,5.0,Technology,Not Admit
3274,Male,False,3.17,STEM,Asian,630.0,4.0,Consulting,Not Admit
3275,Male,False,3.27,Business,Asian,610.0,4.0,Consulting,Not Admit
3276,Male,False,3.25,STEM,Black,630.0,3.0,Consulting,Not Admit
3277,Male,False,3.25,Business,White,610.0,4.0,Consulting,Not Admit
3278,Male,False,3.24,STEM,Asian,680.0,4.0,Financial Services,Not Admit
3279,Male,False,3.14,STEM,Hispanic,620.0,6.0,Other,Not Admit
3280,Male,True,3.27,STEM,,780.0,4.0,Consulting,Admit
3281,Male,False,3.31,Business,Black,780.0,4.0,Technology,Waitlist
3282,Male,False,3.25,Humanities,Black,620.0,7.0,Health Care,Not Admit
3283,Female,True,3.01,Business,,660.0,6.0,Financial Services,Not Admit
3284,Male,True,3.35,Humanities,,600.0,5.0,Other,Not Admit
3285,Male,False,3.08,Humanities,Hispanic,660.0,5.0,Health Care,Not Admit
3286,Male,False,3.27,Humanities,Asian,620.0,6.0,Financial Services,Not Admit
3287,Female,False,3.12,STEM,White,570.0,3.0,Nonprofit/Gov,Not Admit
3288,Male,False,3.3,STEM,Black,650.0,5.0,Technology,Not Admit
3289,Male,False,3.2,Humanities,White,670.0,6.0,Nonprofit/Gov,Not Admit
3290,Female,False,3.16,Humanities,Hispanic,570.0,6.0,Health Care,Not Admit
3291,Male,False,2.98,STEM,Asian,570.0,5.0,CPG,Not Admit
3292,Female,False,3.45,STEM,Black,720.0,4.0,Consulting,Not Admit
3293,Male,False,3.23,STEM,Asian,690.0,7.0,Nonprofit/Gov,Not Admit
3294,Female,False,3.21,Business,White,630.0,6.0,Consulting,Not Admit
3295,Male,True,2.94,Humanities,,610.0,5.0,Technology,Not Admit
3296,Male,False,3.56,Humanities,Hispanic,740.0,5.0,Consulting,Admit
3297,Male,True,3.05,Business,,600.0,3.0,Consulting,Not Admit
3298,Female,False,3.17,Business,Hispanic,610.0,7.0,Technology,Not Admit
3299,Male,True,3.24,Humanities,,640.0,5.0,Financial Services,Not Admit
3300,Male,True,3.43,STEM,,700.0,6.0,PE/VC,Admit
3301,Male,False,3.07,Humanities,Asian,650.0,4.0,Consulting,Not Admit
3302,Male,False,3.26,Humanities,White,590.0,7.0,CPG,Not Admit
3303,Male,True,2.9,Humanities,,610.0,4.0,Investment Management,Not Admit
3304,Male,False,3.3,Humanities,White,620.0,5.0,Consulting,Not Admit
3305,Male,False,3.49,Business,Black,690.0,4.0,Health Care,Not Admit
3306,Male,False,3.43,Humanities,White,710.0,5.0,Consulting,Not Admit
3307,Male,False,3.29,STEM,Asian,700.0,5.0,PE/VC,Not Admit
3308,Male,False,2.99,Business,White,570.0,5.0,Health Care,Not Admit
3309,Female,False,3.43,Business,White,730.0,4.0,Nonprofit/Gov,Admit
3310,Male,False,3.41,Humanities,White,760.0,4.0,Financial Services,Admit
3311,Male,False,3.19,Business,White,670.0,4.0,CPG,Not Admit
3312,Female,False,3.13,Humanities,Hispanic,770.0,4.0,Consulting,Not Admit
3313,Male,False,3.3,STEM,White,650.0,7.0,Financial Services,Not Admit
3314,Female,False,3.16,STEM,Black,590.0,6.0,PE/VC,Not Admit
3315,Male,False,3.16,Humanities,Asian,680.0,7.0,Health Care,Not Admit
3316,Female,True,3.26,Humanities,,590.0,5.0,Investment Banking,Not Admit
3317,Male,False,3.34,STEM,Asian,640.0,6.0,CPG,Not Admit
3318,Male,False,2.97,STEM,Asian,590.0,4.0,PE/VC,Not Admit
3319,Male,True,3.16,Business,,700.0,6.0,Financial Services,Not Admit
3320,Male,False,3.27,Humanities,Asian,580.0,5.0,Other,Not Admit
3321,Male,False,3.25,STEM,White,690.0,6.0,Consulting,Not Admit
3322,Female,False,3.09,Humanities,Hispanic,640.0,6.0,Financial Services,Not Admit
3323,Female,True,3.23,Humanities,,640.0,4.0,PE/VC,Not Admit
3324,Male,False,3.53,Business,Hispanic,710.0,6.0,Consulting,Not Admit
3325,Female,False,3.23,Humanities,Black,620.0,5.0,Real Estate,Not Admit
3326,Female,False,3.04,Business,Hispanic,580.0,4.0,Consulting,Not Admit
3327,Male,False,3.46,STEM,White,690.0,6.0,Consulting,Admit
3328,Male,False,3.07,Business,White,620.0,5.0,Consulting,Not Admit
3329,Female,False,3.09,Humanities,Black,640.0,4.0,Consulting,Not Admit
3330,Male,True,3.34,Humanities,,600.0,5.0,Nonprofit/Gov,Not Admit
3331,Female,False,3.11,Business,Other,650.0,6.0,PE/VC,Not Admit
3332,Male,True,3.35,Humanities,,660.0,4.0,Financial Services,Not Admit
3333,Female,True,2.93,Business,,600.0,6.0,Consulting,Not Admit
3334,Male,False,3.13,Business,Asian,630.0,3.0,Consulting,Not Admit
3335,Male,True,3.47,STEM,,690.0,5.0,Nonprofit/Gov,Not Admit
3336,Male,True,3.44,Humanities,,630.0,5.0,Consulting,Not Admit
3337,Female,False,3.16,STEM,White,600.0,5.0,Consulting,Not Admit
3338,Male,False,3.24,Business,White,590.0,4.0,Nonprofit/Gov,Not Admit
3339,Male,False,3.17,STEM,White,580.0,6.0,Consulting,Not Admit
3340,Male,False,3.17,Humanities,Black,610.0,5.0,Consulting,Not Admit
3341,Male,True,3.34,Business,,750.0,6.0,Financial Services,Admit
3342,Female,True,3.54,STEM,,770.0,5.0,Consulting,Admit
3343,Male,False,3.42,Humanities,Hispanic,740.0,4.0,Financial Services,Not Admit
3344,Male,False,3.2,Humanities,Asian,660.0,5.0,Consulting,Not Admit
3345,Female,False,3.59,Humanities,White,740.0,5.0,Other,Admit
3346,Male,False,2.98,Humanities,White,570.0,4.0,Consulting,Not Admit
3347,Male,False,3.26,STEM,White,660.0,5.0,Investment Management,Not Admit
3348,Female,True,3.43,Business,,620.0,4.0,Consulting,Not Admit
3349,Male,False,3.46,Business,Other,710.0,5.0,Health Care,Not Admit
3350,Female,False,3.22,STEM,White,590.0,5.0,Energy,Not Admit
3351,Male,True,3.1,STEM,,620.0,6.0,Nonprofit/Gov,Not Admit
3352,Female,True,3.11,Business,,590.0,5.0,Technology,Not Admit
3353,Male,True,3.27,Humanities,,690.0,5.0,PE/VC,Not Admit
3354,Female,False,3.06,Humanities,White,590.0,5.0,Health Care,Not Admit
3355,Male,True,3.01,STEM,,660.0,4.0,Investment Banking,Not Admit
3356,Female,False,3.06,STEM,Black,620.0,5.0,PE/VC,Not Admit
3357,Male,False,3.16,Humanities,Asian,670.0,4.0,Nonprofit/Gov,Not Admit
3358,Male,True,3.16,Business,,610.0,3.0,PE/VC,Not Admit
3359,Male,False,3.04,STEM,Asian,570.0,6.0,Technology,Not Admit
3360,Male,False,3.32,Humanities,Asian,740.0,4.0,Consulting,Admit
3361,Female,True,3.13,Humanities,,630.0,7.0,Consulting,Not Admit
3362,Male,True,3.48,Business,,660.0,6.0,Technology,Admit
3363,Female,False,3.24,STEM,White,600.0,4.0,Other,Not Admit
3364,Male,True,3.36,Business,,770.0,4.0,PE/VC,Admit
3365,Male,True,3.38,Humanities,,640.0,4.0,Financial Services,Not Admit
3366,Female,False,2.93,STEM,Black,590.0,6.0,Nonprofit/Gov,Not Admit
3367,Male,False,3.17,STEM,Black,600.0,4.0,Consulting,Not Admit
3368,Male,False,3.19,Humanities,Black,650.0,5.0,Consulting,Not Admit
3369,Female,False,3.25,STEM,Black,620.0,5.0,Consulting,Not Admit
3370,Female,False,2.96,Business,White,570.0,5.0,Real Estate,Not Admit
3371,Male,False,3.26,Business,White,640.0,6.0,Investment Banking,Not Admit
3372,Female,True,3.28,Business,,680.0,3.0,Consulting,Not Admit
3373,Male,False,3.25,Humanities,Black,620.0,6.0,Investment Banking,Not Admit
3374,Female,False,3.12,Humanities,Black,680.0,4.0,Real Estate,Not Admit
3375,Female,False,3.07,Humanities,White,570.0,5.0,PE/VC,Not Admit
3376,Male,True,3.43,Humanities,,780.0,5.0,Investment Banking,Not Admit
3377,Male,True,3.13,Humanities,,660.0,5.0,Investment Banking,Not Admit
3378,Male,True,3.55,STEM,,740.0,5.0,PE/VC,Not Admit
3379,Male,False,3.44,Business,Hispanic,720.0,8.0,Technology,Not Admit
3380,Male,False,3.44,STEM,Black,670.0,7.0,Nonprofit/Gov,Waitlist
3381,Female,True,3.21,Humanities,,650.0,4.0,Investment Banking,Not Admit
3382,Female,False,3.25,STEM,White,640.0,7.0,Technology,Not Admit
3383,Male,False,3.19,Humanities,Black,680.0,5.0,Health Care,Not Admit
3384,Female,True,3.07,Humanities,,570.0,6.0,Consulting,Not Admit
3385,Female,True,3.13,Business,,620.0,4.0,Investment Banking,Not Admit
3386,Male,True,3.36,Business,,620.0,5.0,PE/VC,Not Admit
3387,Male,True,2.97,STEM,,570.0,5.0,Investment Banking,Not Admit
3388,Male,False,3.26,Humanities,Asian,700.0,4.0,Consulting,Not Admit
3389,Male,False,3.11,STEM,Asian,630.0,5.0,Health Care,Not Admit
3390,Female,True,3.21,Humanities,,630.0,5.0,Investment Banking,Not Admit
3391,Female,True,3.15,STEM,,660.0,4.0,Other,Not Admit
3392,Male,True,3.18,Humanities,,630.0,6.0,Consulting,Not Admit
3393,Male,False,3.43,Business,White,650.0,6.0,Consulting,Not Admit
3394,Female,False,3.53,Humanities,Hispanic,780.0,6.0,Nonprofit/Gov,Admit
3395,Male,False,3.21,Business,Asian,680.0,7.0,PE/VC,Not Admit
3396,Male,False,3.14,Humanities,White,570.0,7.0,PE/VC,Not Admit
3397,Male,False,3.27,STEM,Other,670.0,5.0,Financial Services,Admit
3398,Male,False,3.59,Humanities,Black,760.0,4.0,PE/VC,Not Admit
3399,Female,False,3.14,STEM,Hispanic,570.0,4.0,Consulting,Not Admit
3400,Male,False,3.13,Humanities,Asian,690.0,3.0,PE/VC,Not Admit
3401,Female,False,3.46,Business,Black,780.0,5.0,Investment Banking,Not Admit
3402,Female,False,2.87,Humanities,White,570.0,5.0,PE/VC,Not Admit
3403,Female,False,3.34,Business,Black,640.0,4.0,Consulting,Not Admit
3404,Female,False,3.44,Humanities,White,750.0,5.0,PE/VC,Not Admit
3405,Female,False,3.43,Humanities,White,780.0,5.0,Consulting,Not Admit
3406,Male,False,2.97,Business,Black,580.0,6.0,Real Estate,Not Admit
3407,Male,False,3.43,Humanities,Hispanic,760.0,7.0,Consulting,Not Admit
3408,Female,True,3.11,Humanities,,620.0,4.0,Technology,Not Admit
3409,Female,True,3.24,STEM,,740.0,5.0,Investment Management,Admit
3410,Female,True,3.49,Business,,680.0,3.0,PE/VC,Admit
3411,Male,False,3.38,Humanities,White,720.0,5.0,Investment Banking,Admit
3412,Male,True,3.04,STEM,,590.0,5.0,Consulting,Not Admit
3413,Female,True,3.52,Business,,610.0,5.0,Consulting,Not Admit
3414,Female,False,3.14,STEM,White,620.0,5.0,Technology,Not Admit
3415,Male,False,3.19,Humanities,Other,670.0,5.0,Nonprofit/Gov,Not Admit
3416,Female,False,3.12,Humanities,Asian,570.0,4.0,PE/VC,Not Admit
3417,Male,False,3.02,Humanities,Asian,620.0,4.0,Consulting,Not Admit
3418,Female,True,3.3,Humanities,,720.0,4.0,Other,Not Admit
3419,Female,True,3.07,Humanities,,600.0,6.0,Technology,Not Admit
3420,Male,False,3.19,STEM,Asian,670.0,4.0,Consulting,Not Admit
3421,Female,True,3.29,Humanities,,690.0,4.0,Technology,Not Admit
3422,Male,True,3.36,STEM,,720.0,6.0,Consulting,Not Admit
3423,Male,False,3.28,STEM,White,650.0,5.0,PE/VC,Not Admit
3424,Female,False,3.24,Humanities,Black,670.0,6.0,Technology,Not Admit
3425,Male,False,3.42,STEM,White,640.0,5.0,Investment Banking,Not Admit
3426,Female,False,3.37,Humanities,Asian,700.0,4.0,Health Care,Not Admit
3427,Male,False,3.16,STEM,Asian,580.0,5.0,PE/VC,Not Admit
3428,Male,True,3.1,Humanities,,570.0,4.0,PE/VC,Not Admit
3429,Female,True,3.23,STEM,,650.0,6.0,Investment Banking,Not Admit
3430,Female,False,3.03,Humanities,White,620.0,6.0,Nonprofit/Gov,Not Admit
3431,Male,True,3.27,STEM,,710.0,3.0,Nonprofit/Gov,Not Admit
3432,Male,False,3.35,Humanities,Asian,660.0,5.0,Nonprofit/Gov,Not Admit
3433,Male,True,3.38,Humanities,,690.0,6.0,Consulting,Not Admit
3434,Male,False,3.39,Humanities,White,650.0,5.0,PE/VC,Not Admit
3435,Male,False,3.14,Business,Black,660.0,3.0,Investment Management,Not Admit
3436,Female,True,3.3,STEM,,650.0,4.0,Nonprofit/Gov,Not Admit
3437,Male,False,3.13,STEM,Asian,650.0,5.0,Nonprofit/Gov,Not Admit
3438,Female,True,3.13,Humanities,,690.0,4.0,Nonprofit/Gov,Not Admit
3439,Female,False,3.24,STEM,Asian,610.0,6.0,Consulting,Not Admit
3440,Female,False,3.23,STEM,Hispanic,680.0,5.0,Investment Banking,Not Admit
3441,Female,True,3.06,Business,,600.0,5.0,Investment Banking,Not Admit
3442,Male,True,3.17,Business,,580.0,7.0,Technology,Not Admit
3443,Female,False,3.67,Humanities,Black,720.0,6.0,Consulting,Admit
3444,Female,False,3.31,Humanities,White,690.0,5.0,Consulting,Admit
3445,Female,False,2.87,STEM,White,610.0,6.0,Nonprofit/Gov,Not Admit
3446,Male,False,3.25,Humanities,White,700.0,5.0,Investment Banking,Waitlist
3447,Female,False,3.12,STEM,Asian,600.0,4.0,Consulting,Not Admit
